,PLN-MM/YY,Sales_Doc.,Item,V,Loaded_line,New_Plan,Sold_to_party,Country_Key,Destination,Material,CUST_THICKNESS,CUST_WIDTH,KS_GRADE01,ZINC01,Remain_GRF,Destination.1,Creation,CBE$,BM$,Demanded_Month,Plan_Month,order_item_type
4948,202406,35006046,10,3500604610,PP,2024 July,Alhelal Industry Company,Libya,Export,POCF,0.28,1065.0,DX51D,60,90.0,Middle East,EXW,1100.0,1100.0,Jun,Jul,Medium Item
4949,202406,35006046,20,3500604620,PP,2024 July,Alhelal Industry Company,Libya,Export,POCF,0.35,1219.0,DX51D,60,140.0,Middle East,EXW,1020.0,1020.0,Jun,Jul,Medium Item
4950,202406,30086074,10,3008607410,CR,2024 July,كومرشال موتورز لتجهيز السيارات,Egypt,Local,CRSF,,1250.0,DC01,,110.0,High Tech industries,CPT,820.0,817.0,Jun,Jul,Medium Item
4951,202406,30086074,20,3008607420,CR,2024 July,كومرشال موتورز لتجهيز السيارات,Egypt,Local,CRSF,1.0,1250.0,DC01,,10.0,High Tech industries,CPT,820.0,817.0,Jun,Jul,Small Item
4952,202406,30086074,30,3008607430,CR,2024 July,كومرشال موتورز لتجهيز السيارات,Egypt,Local,CRSF,,1250.0,DC01,,22.0,High Tech industries,CPT,820.0,817.0,Jun,Jul,Small Item
4953,202404,35005828,10,3500582810,GI,2024 July,T.Co Metals LLC,Canada,Export,GCCF,0.386,1219.2,S350GD,120,45.0,North America,FOB,910.0,910.0,Apr,Jul,Small Item
4954,202407,30086079,10,3008607910,CR,2024 July,الهندسیة لتشكیل المعادن,Egypt,Local,CRCF,0.2,1000.0,DC01,,156.97,Service Center,EXW,,791.0,Jul,Jul,Medium Item
4955,202407,30086079,20,3008607920,CR,2024 July,الهندسیة لتشكیل المعادن,Egypt,Local,CRCF,0.48,1250.0,DC01,,100.0,Service Center,EXW,749.0,746.0,Jul,Jul,Medium Item
4956,202407,30086079,30,3008607930,CR,2024 July,الهندسیة لتشكیل المعادن,Egypt,Local,CRCF,0.75,1250.0,DC01,,25.0,Service Center,EXW,749.0,746.0,Jul,Jul,Small Item
4957,202407,30086079,40,3008607940,CR,2024 July,الهندسیة لتشكیل المعادن,Egypt,Local,CRCF,1.2,1250.0,DC01,,15.0,,EXW,749.0,746.0,Jul,Jul,Small Item
4958,202407,30086079,50,3008607950,CR,2024 July,الهندسیة لتشكیل المعادن,Egypt,,CRCF,0.8,1250.0,DC01,,72.73,,EXW,749.0,746.0,Jul,Jul,Medium Item
4959,202407,35006088,20,3500608820,GI,2024 July,AST Australian Steel Traders PTY LT,Australia,Export,GCCF,1.15,1219.0,DX51D,275,80.0,Australia,CFR,920.0,920.0,Jul,Jul,Medium Item
4960,202407,35006017,10,3500601710,CR,2024 July,Marcegaglia Poland Sp. z o.o.,Poland,Export,CRCF,0.37,1250.0,DC01,,153.87,Europe,CFR,750.0,750.0,Jul,Jul,Medium Item
4961,202407,35006017,20,3500601720,CR,2024 July,Marcegaglia Poland Sp. z o.o.,Poland,Export,CRCF,2.5,1000.0,DC01,,50.0,Europe,CFR,750.0,750.0,Jul,Jul,Medium Item
4962,202407,35006017,30,3500601730,CR,2024 July,Marcegaglia Poland Sp. z o.o.,Poland,Export,CRCF,2.5,1250.0,DC01,,7.0,Europe,CFR,750.0,750.0,Jul,Jul,Small Item
4963,202407,35006017,40,3500601740,CR,2024 July,Marcegaglia Poland Sp. z o.o.,Poland,Export,CRCF,3.0,1000.0,DC01,,50.0,Europe,CFR,750.0,750.0,Jul,Jul,Medium Item
4964,202407,35006017,50,3500601750,CR,2024 July,Marcegaglia Poland Sp. z o.o.,Poland,Export,CRCF,3.0,1250.0,DC01,,104.0,Europe,CFR,750.0,750.0,Jul,Jul,Medium Item
4965,202404,35005893,40,3500589340,CR,2024 July,SARL EL HADJ TAHAR STEEL IMP-EXP,Algeria,Export,CRCF,0.95,1000.0,DC01,,15.0,Middle East,CFR,815.0,815.0,Apr,Jul,Small Item
4966,202404,35005893,10,3500589310,CR,2024 July,SARL EL HADJ TAHAR STEEL IMP-EXP,Algeria,Export,CRCF,0.45,1000.0,DC01,,78.79,Middle East,CFR,815.0,,Apr,Jul,Medium Item
4967,202407,30087424,10,3008742410,CR,2024 July,فریش الیكتریك  للاجهزه المنزلیة,Egypt,Local,CRRF,0.6,174.7,DC03,,100.0,Large Corporate,CPT,820.0,817.0,Jul,Jul,Medium Item
4968,202407,30087424,20,3008742420,CR,2024 July,فریش الیكتریك  للاجهزه المنزلیة,Egypt,Local,CRRF,0.8,115.0,DC03,,200.0,Large Corporate,CPT,815.0,813.0,Jul,Jul,Large Item
4969,202406,35006006,10,3500600610,GI,2024 July,SIDMA Bulgaria EAD,Bulgaria,Export,GCCF,1.63,1250.0,DX51D,140,50.0,Europe,CFR,780.0,780.0,Jun,Jul,Medium Item
4970,202406,35006006,20,3500600620,GI,2024 July,SIDMA Bulgaria EAD,Bulgaria,Export,GCCF,1.65,1250.0,DX51D,140,270.0,Europe,CFR,780.0,780.0,Jun,Jul,Large Item
4971,202405,35005912,10,3500591210,PP,2024 July,CYPROMETAL LIMITED,Cyprus,Export,POCF,0.4,1250.0,DX51D,140,140.0,Europe,,1180.0,1180.0,May,Jul,Medium Item
4972,202402,30083142,80,3008314280,PP,2024 July,العربي للصناعات المنزلية,Egypt,Local,POSF,0.4,511.0,DX52D,120,7.51,Large Corporate,EXW,1431.0,1426.0,Feb,Jul,Small Item
4973,202406,35006042,10,3500604210,CR,2024 July,UNITED ARAB TRADING & INDUSTRY SARL,Lebanon,Export,CRCF,0.6,1000.0,DC04EK,,17.78,Middle East,FOB,790.0,790.0,Jun,Jul,Small Item
4974,202406,35006042,20,3500604220,CR,2024 July,UNITED ARAB TRADING & INDUSTRY SARL,Lebanon,Export,CRNF,0.6,930.0,DC04EK,,7.0,Middle East,,810.0,810.0,Jun,Jul,Small Item
4975,202406,35006042,30,3500604230,CR,2024 July,UNITED ARAB TRADING & INDUSTRY SARL,Lebanon,Export,CRCF,0.6,1200.0,DC04EK,,15.0,,FOB,,790.0,Jun,Jul,Small Item
4976,202406,35006042,40,3500604240,CR,2024 July,UNITED ARAB TRADING & INDUSTRY SARL,Lebanon,Export,CRCF,0.6,1050.0,DC04EK,,7.0,Middle East,FOB,810.0,810.0,Jun,Jul,Small Item
4977,202404,30084501,50,3008450150,CR,2024 July,العربى للتجارة والصناعة,Egypt,Local,CRRF,0.5,148.5,M1050-50D,,50.0,Large Corporate,EXW,1022.0,1019.0,Apr,Jul,Medium Item
4978,202407,35006059,10,3500605910,GI,2024 July,ASE METALS NV,Uganda,Export,GCCF,0.4,1200.0,DX51D,120,50.0,Africa,CPT,1010.0,1010.0,Jul,Jul,Medium Item
4979,202407,30087053,10,3008705310,CR,2024 July,سورس ستيل لتجارة الصاج,Egypt,Local,CRCF,0.5,1250.0,DC01,,9.41,Stocking and Distrib,EXW,761.0,758.0,Jul,Jul,Small Item
4980,202407,30087053,60,3008705360,GI,2024 July,سورس ستيل لتجارة الصاج,Egypt,Local,GCCF,0.3,1250.0,DX51D,60,13.0,Stocking and Distrib,EXW,836.0,833.0,Jul,Jul,Small Item
4981,202407,35006037,10,3500603710,GI,2024 July,EMC Distribution JSC,Bulgaria,Export,GCCF,,1000.0,DX51D,100,10.0,Europe,CFR,825.0,825.0,Jul,Jul,Small Item
4982,202407,30087053,50,3008705350,GI,2024 July,سورس ستيل لتجارة الصاج,Egypt,Local,GCCF,,1250.0,DX51D,120,10.0,Stocking and Distrib,EXW,853.0,850.0,Jul,Jul,Small Item
4983,202407,35006037,20,3500603720,GI,2024 July,EMC Distribution JSC,Bulgaria,Export,GCCF,0.95,1000.0,DX51D,100,41.21,Europe,,820.0,820.0,Jul,Jul,Small Item
4984,202403,35005905,10,3500590510,GI,2024 July,GOKMETAL SAC SAN,Turkey,Export,GCCF,0.3,1000.0,DX51D,80,211.54,Europe,CIF,860.0,,Mar,Jul,Large Item
4985,202403,35005905,20,3500590520,GI,2024 July,GOKMETAL SAC SAN,Turkey,Export,GCCF,0.45,,DX51D,80,14.43,Europe,CIF,860.0,,Mar,Jul,Small Item
4986,202401,35005757,10,3500575710,BS,2024 July,Salzgitter Mannesman International,Morocco,Export,ABCF,1.15,1250.0,BSQH,,20.0,Middle East,CFR,740.0,,Jan,Jul,Small Item
4987,202401,35005757,20,3500575720,BS,2024 July,Salzgitter Mannesman International,Morocco,Export,ABCF,1.5,1250.0,BSQH,,20.0,Middle East,CFR,740.0,740.0,Jan,Jul,Small Item
4988,202406,35005890,10,3500589010,CR,2024 July,LL-Resources GmbH Austria,Slovenia,Export,CRRF,0.3,55.8,DC04,,150.0,Europe,,870.0,870.0,Jun,Jul,Medium Item
4989,202406,35005890,20,3500589020,CR,2024 July,LL-Resources GmbH Austria,Slovenia,Export,CRRF,0.35,55.8,DC04,,40.0,Europe,CFR,870.0,870.0,Jun,Jul,Small Item
4990,202406,35005890,30,3500589030,CR,2024 July,LL-Resources GmbH Austria,Slovenia,Export,CRRF,0.4,55.8,DC04,,20.0,Europe,CFR,870.0,870.0,Jun,Jul,Small Item
4991,202406,35005890,40,3500589040,CR,2024 July,LL-Resources GmbH Austria,Slovenia,Export,CRRF,0.45,55.8,DC04,,20.0,Europe,CFR,870.0,870.0,Jun,Jul,Small Item
4992,202406,35005890,50,3500589050,CR,2024 July,LL-Resources GmbH Austria,Slovenia,Export,CRRF,0.6,40.5,DC04,,7.5,,CFR,870.0,870.0,Jun,Jul,Small Item
4993,202407,30087065,10,3008706510,PP,2024 July,العربى للاستيراد والتصدير,Egypt,Local,POCF,0.4,1250.0,DX51D,80,3.5,,EXW,1020.0,1016.0,Jul,Jul,Small Item
4994,202407,30087065,20,3008706520,PP,2024 July,العربى للاستيراد والتصدير,Egypt,Local,POCF,0.4,1250.0,DX51D,80,3.5,,EXW,1020.0,1016.0,Jul,Jul,Small Item
4995,202407,30087065,30,3008706530,PP,2024 July,العربى للاستيراد والتصدير,Egypt,Local,POCF,0.5,1250.0,DX51D,120,9.5,Service Center,,1027.0,1023.0,Jul,Jul,Small Item
4996,202407,30087065,40,3008706540,PP,2024 July,العربى للاستيراد والتصدير,Egypt,Local,POCF,0.5,1250.0,DX51D,120,17.0,Service Center,,1027.0,1023.0,Jul,Jul,Small Item
4997,202407,30087065,50,3008706550,PP,2024 July,العربى للاستيراد والتصدير,Egypt,Local,POCF,0.5,1250.0,DX51D,180,10.0,Service Center,EXW,1077.0,1073.0,Jul,Jul,Small Item
4998,202407,35006037,30,3500603730,GI,2024 July,EMC Distribution JSC,Bulgaria,,GCCF,1.4,1000.0,DX51D,100,14.14,Europe,CFR,809.0,809.0,Jul,Jul,Small Item
4999,202407,35006058,10,3500605810,GI,2024 July,Stomana Industry  SA,Bulgaria,Export,GCCF,1.23,1250.0,DX51D,140,30.0,Europe,CFR,830.0,830.0,Jul,Jul,Small Item
5000,202407,35006058,20,3500605820,GI,2024 July,Stomana Industry  SA,Bulgaria,Export,GCCF,1.64,1250.0,DX51D,140,35.8,Europe,CFR,810.0,810.0,Jul,Jul,Small Item
5001,202402,35005715,50,3500571550,GI,2024 July,T.Co Metals LLC,Canada,Export,GCCF,,1219.2,S350GD,180,40.0,North America,,763.0,763.0,Feb,Jul,Small Item
5002,202406,35005915,20,3500591520,GI,2024 July,T.Co Metals LLC,Canada,Export,GCCF,0.864,1219.2,S220GD,180,20.0,North America,FOB,838.0,838.0,Jun,Jul,Small Item
5003,202406,35005915,40,3500591540,GI,2024 July,T.Co Metals LLC,Canada,Export,GCCF,1.118,1219.2,S220GD,180,20.0,North America,,,818.0,Jun,Jul,Small Item
5004,202406,35005915,60,3500591560,GI,2024 July,T.Co Metals LLC,Canada,Export,GCCF,1.372,1219.2,S350GD,180,20.0,North America,FOB,845.0,845.0,Jun,Jul,Small Item
5005,202406,35005915,70,3500591570,GI,2024 July,T.Co Metals LLC,Canada,Export,GCCF,1.372,1219.2,S350GD,275,20.0,North America,FOB,874.0,874.0,Jun,Jul,Small Item
5006,202406,35005915,80,3500591580,GI,2024 July,T.Co Metals LLC,Canada,Export,GCCF,1.728,,S350GD,275,34.41,North America,FOB,852.0,852.0,Jun,Jul,Small Item
5007,202406,35005915,90,3500591590,GI,2024 July,T.Co Metals LLC,Canada,Export,GCCF,0.61,1219.2,DX51D,120,35.37,North America,FOB,825.0,825.0,Jun,Jul,Small Item
5008,202406,35005915,150,35005915150,GI,2024 July,T.Co Metals LLC,Canada,Export,GCCF,1.447,1219.2,DX51D,275,10.0,North America,FOB,819.0,819.0,Jun,Jul,Small Item
5009,202406,35005915,160,35005915160,GI,2024 July,T.Co Metals LLC,Canada,Export,GCCF,1.803,1219.2,DX51D,275,12.11,North America,FOB,804.0,804.0,Jun,Jul,Small Item
5010,202406,35005915,30,3500591530,GI,2024 July,T.Co Metals LLC,Canada,Export,GCCF,0.864,,S220GD,275,15.0,North America,FOB,884.0,884.0,Jun,Jul,Small Item
5011,202407,30085282,10,3008528210,CR,2024 July,ايه بى بى هتاشى,Egypt,Local,CRNF,1.25,800.0,DC03,,20.0,KAMA Service Center,EXW,884.0,881.0,Jul,Jul,Small Item
5012,202407,30085282,20,3008528220,CR,2024 July,ايه بى بى هتاشى,Egypt,Local,CRRF,1.0,500.0,DC03,,55.55,KAMA Service Center,EXW,884.0,881.0,Jul,Jul,Medium Item
5013,202407,30085282,30,3008528230,CR,2024 July,ايه بى بى هتاشى,Egypt,Local,CRNF,1.0,600.0,DC03,,200.0,KAMA Service Center,EXW,,881.0,Jul,Jul,Large Item
5014,202407,30085282,40,3008528240,CR,2024 July,ايه بى بى هتاشى,Egypt,Local,CRNF,1.0,700.0,DC03,,29.83,KAMA Service Center,EXW,884.0,881.0,Jul,Jul,Small Item
5015,202407,30085282,50,3008528250,CR,2024 July,ايه بى بى هتاشى,Egypt,Local,CRNF,1.5,900.0,DC03,,20.0,KAMA Service Center,EXW,884.0,881.0,Jul,Jul,Small Item
5016,202407,30085282,60,3008528260,CR,2024 July,ايه بى بى هتاشى,Egypt,Local,CRCF,1.5,1000.0,DC03,,20.0,KAMA Service Center,,870.0,867.0,Jul,Jul,Small Item
5017,202406,35005989,10,3500598910,FH,2024 July,COILSERVICE SRL,Italy,Export,FBCF,0.25,1000.0,DD11F,,20.0,Europe,CFR,740.0,740.0,Jun,Jul,Small Item
5018,202406,35005989,20,3500598920,FH,2024 July,COILSERVICE SRL,Italy,Export,FBCF,0.28,1000.0,DD11F,,20.0,Europe,CFR,740.0,740.0,Jun,Jul,Small Item
5019,202406,35005989,30,3500598930,FH,2024 July,COILSERVICE SRL,Italy,Export,FBCF,0.31,1000.0,DD11F,,20.0,Europe,CFR,740.0,740.0,Jun,Jul,Small Item
5020,202406,35005993,10,3500599310,GI,2024 July,EURL PROFILO METTAL,Algeria,Export,GCRF,,93.0,DX51D,60,20.0,Middle East,CFR,895.0,895.0,Jun,Jul,Small Item
5021,202406,35005993,20,3500599320,GI,2024 July,EURL PROFILO METTAL,Algeria,Export,GCRF,0.48,117.0,DX51D,60,20.0,Middle East,CFR,895.0,895.0,Jun,Jul,Small Item
5022,202406,35005993,30,3500599330,GI,2024 July,EURL PROFILO METTAL,Algeria,Export,GCRF,0.38,93.0,DX51D,60,20.0,Middle East,CFR,895.0,,Jun,Jul,Small Item
5023,202406,35005993,40,3500599340,GI,2024 July,EURL PROFILO METTAL,Algeria,Export,GCRF,0.38,58.0,DX51D,60,20.0,Middle East,,895.0,895.0,Jun,Jul,Small Item
5024,202406,35005993,50,3500599350,GI,2024 July,EURL PROFILO METTAL,Algeria,Export,GCRF,0.44,93.0,,60,5.0,Middle East,,895.0,895.0,Jun,Jul,Small Item
5025,202406,35005993,60,3500599360,GI,2024 July,EURL PROFILO METTAL,Algeria,Export,GCRF,0.44,117.0,DX51D,60,4.0,Middle East,CFR,895.0,,Jun,Jul,Small Item
5026,202407,30087551,70,3008755170,CR,2024 July,شركة اليكترولكس مصر,Egypt,Local,CRRF,1.0,630.0,DC04,,150.0,Large Corporate,CPT,848.0,845.0,Jul,Jul,Medium Item
5027,202407,30087551,80,3008755180,CR,2024 July,شركة اليكترولكس مصر,Egypt,Local,CRSF,0.7,897.0,DC05,,15.0,Large Corporate,CPT,848.0,845.0,Jul,Jul,Small Item
5028,202407,30087551,90,3008755190,CR,2024 July,شركة اليكترولكس مصر,Egypt,Local,CRSF,0.7,915.0,DC05,,10.0,Large Corporate,CPT,848.0,845.0,Jul,Jul,Small Item
5029,202408,35006062,10,3500606210,GI,2024 July,ASL LIMITED,Kenya,Export,GCSF,0.3,1220.0,DX51D,120,70.0,Africa,CFR,1050.0,1050.0,Aug,Jul,Medium Item
5030,202408,35006062,20,3500606220,GI,2024 July,ASL LIMITED,Kenya,Export,GCSF,0.4,1220.0,DX51D,120,10.0,Africa,CFR,1050.0,1050.0,Aug,Jul,Small Item
5031,202408,35006062,30,3500606230,GI,2024 July,ASL LIMITED,Kenya,Export,GCSF,0.5,1220.0,DX51D,120,10.0,Africa,,1050.0,1050.0,Aug,Jul,Small Item
5032,202401,30082416,10,3008241610,CR,2024 July,المصريه الالمانيه للمنتجات الكهربائ,Egypt,,CRSF,2.5,1250.0,DC01,,24.0,Corporate,CPT,934.0,931.0,Jan,Jul,Small Item
5033,202407,35006083,10,3500608310,GI,2024 July,ATLAS STEEL LIMITED,Uganda,Export,GCSF,0.4,1220.0,DX51D,120,20.0,Africa,CPT,1005.0,,Jul,Jul,Small Item
5034,202407,30087787,10,3008778710,PP,2024 July,كونستيل للصناعات الهندسيه,Egypt,Local,POCF,0.7,,DX51D,120,21.04,Corporate,EXW,1010.0,1007.0,Jul,Jul,Small Item
5035,202407,30087787,20,3008778720,PP,2024 July,كونستيل للصناعات الهندسيه,Egypt,Local,POCF,,1250.0,,80,21.53,Corporate,EXW,1031.0,1028.0,Jul,Jul,Small Item
5036,202406,35005915,10,3500591510,GI,2024 July,T.Co Metals LLC,Canada,Export,GCCF,0.482,,DX51D,120,9.0,North America,FOB,865.0,865.0,Jun,Jul,Small Item
5037,202406,35005915,100,35005915100,GI,2024 July,T.Co Metals LLC,Canada,Export,GCCF,0.387,1219.2,S350GD,120,10.0,North America,,939.0,939.0,Jun,Jul,Small Item
5038,202406,35005915,120,35005915120,GI,2024 July,T.Co Metals LLC,Canada,Export,GCCF,0.482,,S550GD,180,20.0,North America,FOB,958.0,958.0,Jun,Jul,Small Item
5039,202407,35006032,10,3500603210,GI,2024 July,G. Athanasiades & Sons Ltd,Cyprus,Export,GHSF,2.0,1250.0,DX51D,150,50.0,Europe,CIF,810.0,810.0,Jul,Jul,Medium Item
5040,202407,35006032,20,3500603220,GI,2024 July,G. Athanasiades & Sons Ltd,Cyprus,Export,GHSF,2.0,,DX51D,150,36.0,Europe,CIF,810.0,810.0,Jul,Jul,Small Item
5041,202406,35005915,190,35005915190,GI,2024 July,T.Co Metals LLC,Canada,Export,GCCF,0.469,1219.2,DX51D,90,6.0,North America,FOB,841.0,841.0,Jun,Jul,Small Item
5042,202406,35005915,200,35005915200,GI,2024 July,T.Co Metals LLC,Canada,Export,GCCF,,1219.2,S220GD,90,8.56,North America,FOB,865.0,865.0,Jun,Jul,Small Item
5043,202406,35005915,210,35005915210,GI,2024 July,T.Co Metals LLC,Canada,Export,GCCF,0.482,1219.2,DX51D,275,5.0,North America,FOB,981.0,981.0,Jun,Jul,Small Item
5044,202406,35005915,220,35005915220,GI,2024 July,T.Co Metals LLC,Canada,Export,GCCF,0.482,1244.6,DX51D,275,5.0,North America,FOB,981.0,981.0,Jun,Jul,Small Item
5045,202406,35005915,110,35005915110,GI,2024 July,T.Co Metals LLC,Canada,Export,GCCF,0.419,1219.2,S280GD,120,13.11,North America,,890.0,890.0,Jun,Jul,Small Item
5046,202407,35006045,50,3500604550,GI,2024 July,DANCRO SA,Italy,Export,GCCF,0.5,,DX51D,80,75.0,Europe,FOB,,840.0,Jul,Jul,Medium Item
5047,202407,35006045,60,3500604560,GI,2024 July,DANCRO SA,Italy,Export,GCCF,0.55,1250.0,DX51D,80,40.0,Europe,FOB,830.0,,Jul,Jul,Small Item
5048,202405,35005894,20,3500589420,GI,2024 July,GEOMETAL LIMITED.,Cyprus,Export,GCCF,1.5,1250.0,DX51D,100,108.11,Europe,,830.0,830.0,May,Jul,Medium Item
5049,202406,35005998,10,3500599810,GI,2024 July,GEOMETAL LIMITED.,Cyprus,Export,GCCF,0.8,1250.0,S320GD,275,10.0,Europe,FOB,910.0,910.0,Jun,Jul,Small Item
5050,202406,30086957,10,3008695710,PP,2024 July,العربى للصناعات الهندسیة,Egypt,Local,POSF,0.6,756.5,DX52D,120,10.0,Large Corporate,EXW,1267.0,1263.0,Jun,Jul,Small Item
5051,202406,30086957,30,3008695730,PP,2024 July,العربى للصناعات الهندسیة,Egypt,Local,POSF,0.6,824.0,DX51D,120,5.89,Large Corporate,EXW,1267.0,1263.0,Jun,Jul,Small Item
5052,202406,30086957,20,3008695720,PP,2024 July,العربى للصناعات الهندسیة,Egypt,Local,POSF,0.6,756.5,DX52D,120,25.0,,EXW,1255.0,1251.0,Jun,Jul,Small Item
5053,202406,35006049,60,3500604960,GI,2024 July,Diyabco,Syria,Export,GCCF,1.2,1000.0,DX51D,80,39.36,,FOB,825.0,825.0,Jun,Jul,Small Item
5054,202406,35006049,70,3500604970,GI,2024 July,Diyabco,Syria,Export,GCCF,1.2,1250.0,DX51D,80,28.24,Middle East,FOB,825.0,825.0,Jun,Jul,Small Item
5055,202406,35005965,30,3500596530,GI,2024 July,G. Athanasiades & Sons Ltd,Cyprus,Export,GCSF,1.5,1250.0,DX51D,150,44.0,Europe,CIF,800.0,800.0,Jun,Jul,Small Item
5056,202405,35005961,30,3500596130,GI,2024 July,Kalmet Ltd,Cyprus,Export,GHCF,2.0,1000.0,DX51D,275,13.0,Europe,CIF,865.0,865.0,May,Jul,Small Item
5057,202407,30087693,10,3008769310,CR,2024 July,الأحمدية لتجارة الأدوات المنزلية,Egypt,Local,CRCF,0.7,1250.0,DC04EK,,35.0,Corporate,EXW,834.0,832.0,Jul,Jul,Small Item
5058,202406,30088024,10,3008802410,GI,2024 July,صناعة وسائل النقل ام سى فى,Egypt,Local,GCSF,1.25,1250.0,DX51D,275,60.0,High Tech industries,CPT,1048.0,1045.0,Jun,Jul,Medium Item
5059,202407,30087343,10,3008734310,GI,2024 July,فرست اير للمقاولات,Egypt,Local,GCCF,0.7,1250.0,DX51D,275,178.91,Corporate,EXW,1020.0,1016.0,Jul,Jul,Medium Item
5060,202407,30087343,20,3008734320,GI,2024 July,فرست اير للمقاولات,Egypt,Local,GCCF,0.8,1250.0,DX51D,275,60.0,Corporate,,1001.0,997.0,Jul,Jul,Medium Item
5061,202407,30087343,30,3008734330,GI,2024 July,فرست اير للمقاولات,Egypt,Local,GCCF,1.0,1250.0,DX51D,275,60.0,Corporate,,967.0,964.0,Jul,Jul,Medium Item
5062,202407,30087343,40,3008734340,GI,2024 July,فرست اير للمقاولات,Egypt,Local,GCCF,1.2,1250.0,DX51D,275,270.0,Corporate,EXW,948.0,945.0,Jul,Jul,Large Item
5063,202406,30080043,10,3008004310,FH,2024 July,الهلال للصناعات الوسيطة,Egypt,Local,FBRF,0.3,66.0,DD11F,,180.0,Corporate,CPT,755.0,753.0,Jun,Jul,Medium Item
5064,202406,30080043,20,3008004320,FH,2024 July,الهلال للصناعات الوسيطة,Egypt,Local,FBRF,0.25,66.0,DD11F,,25.0,Corporate,CPT,755.0,753.0,Jun,Jul,Small Item
5065,202401,30081037,30,3008103730,PP,2024 July,فریش الیكتریك  للاجهزه المنزلیة,Egypt,Local,PORF,0.4,578.0,DX51D,100,28.345,Large Corporate,CPT,1230.0,1226.0,Jan,Jul,Small Item
5066,202407,30087093,10,3008709310,CR,2024 July,حجاج للتجارة والتوریدات,Egypt,Local,CRCF,0.4,1250.0,DC01,,12.225,Service Center,EXW,727.0,725.0,Jul,Jul,Small Item
5067,202407,30087093,100,30087093100,CR,2024 July,حجاج للتجارة والتوریدات,Egypt,Local,CRCF,1.5,1250.0,DC01,,5.2,Service Center,,727.0,725.0,Jul,Jul,Small Item
5068,202407,30087231,10,3008723110,GI,2024 July,الدلتا المصريه,Egypt,Local,GCCF,1.0,1250.0,DX53D,80,80.0,Corporate,CPT,829.0,827.0,Jul,Jul,Medium Item
5069,202406,30087039,10,3008703910,GI,2024 July,جى اس اى للصناعات الكهربائيه,Egypt,Local,GHSF,2.0,1250.0,,60,15.0,Corporate,CPT,822.0,820.0,Jun,Jul,Small Item
5070,202406,30086793,10,3008679310,GI,2024 July,شركة مان كرو للمبانی المعدنیة,Egypt,Local,GCCF,1.5,1250.0,DX51D,180,12.0,Corporate,EXW,875.0,872.0,Jun,Jul,Small Item
5071,202406,30086914,10,3008691410,GI,2024 July,شركه الزامل للمبانى الحديديه مصر,Egypt,Local,GHRF,3.0,450.0,S350GD,275,5.0,Large Corporate,CPT,,1009.0,Jun,Jul,Small Item
5072,202407,35006078,20,3500607820,GI,2024 July,Bersal Group SRL,Uruguay,Export,GCRF,0.5,152.0,DX51D,180,40.0,South America,CFR,985.0,985.0,Jul,Jul,Small Item
5073,202407,35006078,30,3500607830,GI,2024 July,Bersal Group SRL,Uruguay,Export,GCRF,0.5,95.0,DX51D,180,40.0,South America,CFR,985.0,985.0,Jul,Jul,Small Item
5074,202407,35006078,50,3500607850,GI,2024 July,Bersal Group SRL,Uruguay,Export,GCCF,0.5,1000.0,DX51D,180,20.0,South America,CFR,985.0,985.0,Jul,Jul,Small Item
5075,202407,35006078,60,3500607860,GI,2024 July,Bersal Group SRL,Uruguay,Export,GCCF,0.5,1220.0,DX51D,180,40.0,South America,CFR,985.0,985.0,Jul,Jul,Small Item
5076,202407,35006078,10,3500607810,GI,2024 July,Bersal Group SRL,Uruguay,Export,GCRF,0.5,117.0,DX51D,180,20.0,South America,CFR,985.0,985.0,Jul,Jul,Small Item
5077,202407,35006078,70,3500607870,GI,2024 July,Bersal Group SRL,Uruguay,Export,GCCF,0.41,1000.0,DX51D,120,20.0,South America,CFR,965.0,965.0,Jul,Jul,Small Item
5078,202407,35006078,80,3500607880,GI,2024 July,Bersal Group SRL,Uruguay,Export,GCCF,0.41,1220.0,DX51D,120,20.0,South America,,955.0,955.0,Jul,Jul,Small Item
5079,202406,35005952,10,3500595210,GI,2024 July,SC OLIMP-IMPEX SRL,Romania,Export,GCCF,0.25,1000.0,DX51D,80,20.0,Europe,CFR,1000.0,1000.0,Jun,Jul,Small Item
5080,202406,35005952,20,3500595220,GI,2024 July,SC OLIMP-IMPEX SRL,Romania,Export,GCCF,0.3,1000.0,DX51D,80,20.0,Europe,CFR,975.0,975.0,Jun,Jul,Small Item
5081,202406,35005952,30,3500595230,GI,2024 July,SC OLIMP-IMPEX SRL,Romania,Export,GCCF,0.4,1000.0,DX51D,80,12.4,Europe,CFR,890.0,890.0,Jun,Jul,Small Item
5082,202406,30087034,10,3008703410,GI,2024 July,مصر للصناعات الكهربائية والميكانيكة,Egypt,Local,GHSF,2.0,1000.0,DX51D,275,13.3,Corporate,CPT,884.0,881.0,Jun,Jul,Small Item
5083,202406,30086892,50,3008689250,GI,2024 July,بروتكشن للتوريدات العامة وتركب,Egypt,Local,GHCF,1.5,1250.0,DX51D,275,38.19,Service Center,EXW,880.0,878.0,Jun,Jul,Small Item
5084,202407,30086087,10,3008608710,CR,2024 July,احمد سمير المغربل,Egypt,Local,CRCF,0.5,1250.0,DC01,,18.48,Service Center,EXW,761.0,758.0,Jul,Jul,Small Item
5085,202407,30086087,20,3008608720,CR,2024 July,احمد سمير المغربل,Egypt,Local,CRCF,0.6,,DC01,,3.49,Service Center,EXW,772.0,770.0,Jul,Jul,Small Item
